session_type,start_date_and_time,name,session_nickname,session_status,school_id,participant_count,students_count,legacy_skills_needed,legacy_skills_covered
Connector Session,2021-04-13 15:00:00,Holograms are Real!,,Completed,,3,0,,
Connector Session,,Exploring Career and Technical Education,,Draft,,1,0,,
Connector Session,2019-01-23 18:00:00,Connector Demo for PREP-KC teachers,,Completed,,1,0,,
Connector Session,2020-04-29 14:00:00,Ask a Scientist,,Completed,,2,0,,
Connector Session,2020-04-09 15:00:00,COLLEGE & CAREER READINESS SERIES: Conquering Fears of Stepping into College,,Completed,,2,0,,
Connector Session,2021-02-11 19:30:00,How SMART Are My Goals?,,Completed,,2,0,,
Connector Session,,What do nurses do when you don't see them?,,Draft,,1,0,,
Connector Session,2021-04-22 15:00:00,Become a Sustainability Detective,,Completed,,3,0,,
Connector Session,2020-01-23 15:00:00,What Does an e-Learning Developer Do?,,Completed,,2,0,,
Connector Session,2021-02-18 17:15:00,Managerial careers,,Completed,,2,0,,
Connector Session,2021-01-15 17:00:00,Ask Me Anything: Site Reliability Engineer at LinkedIn,,Completed,,2,0,,
Connector Session,2020-12-02 15:45:00,Environment: Session 1D,,Completed,,3,0,,
Connector Session,2020-12-07 13:45:00,Author/Writer - Fictional,,Completed,,2,0,,
Connector Session,,Telling a story with illustration,,Draft,,1,0,,
Connector Session,,Artist,,Draft,,5,0,,
Connector Session,2021-05-21 17:30:00,Warford Career Day:  What's it like to be an Athletic Trainer?,,Completed,,8,0,,
Connector Session,2020-12-16 15:00:00,Schlagle Seniors Check In & College & Career,,Completed,,11,0,,
Connector Session,2020-01-22 15:30:00,HOPE Scholarship Overview by Honeywell: Kansas City Students Only,,Completed,,12,0,,
Connector Session,,Engineering design process used in the real world,,Draft,,1,0,,
Connector Session,2022-01-31 18:00:00,Once Upon a Time...,,Confirmed,,8,0,,
Connector Session,2019-09-03 12:00:00,Asian Culture,,Completed,,2,0,,
Connector Session,2020-03-06 18:30:00,AVID & P-TECH STEM CAREER DAY: Careers in Global Arts,,Completed,,3,0,,
Connector Session,,Football and Education,,Draft,,1,0,,
Connector Session,,Cybersecurity Problems with Viruses,,Draft,,1,0,,
Connector Session,2022-02-24 17:45:00,How does a picture book author comes up with ideas for their stories?,,Confirmed,,2,0,,
Connector Session,,MCC,,Draft,,5,0,,
Connector Session,2019-10-04 14:00:00,"WORLD ANIMAL DAY: Big Cat Rescue - Caring for Cats, Ending the Abuse",,Completed,,3,0,,
Connector Session,2020-04-16 17:30:00,Publisher Role in Creating a book,,Completed,,4,0,,
Connector Session,,Writing Poetry,,Draft,,2,0,,
Connector Session,2019-10-22 16:00:00,The Importance of Career in Skilled Trades,,Completed,,2,0,,
Connector Session,2020-12-04 14:00:00,What It Takes to be a Chef,,Completed,,2,0,,
Connector Session,,Nursing: Career path,,Draft,,1,0,,
Connector Session,2021-01-14 20:30:00,Mindfulness,,Completed,,22,0,,
Connector Session,,Video Gamer,,Requested,,1,0,,
Connector Session,2022-01-27 16:30:00,Hickman Mills Elementary College Visit: KCAI,,Confirmed,,5,0,,
Connector Session,2021-03-26 18:15:00,Computer apps,,Completed,,2,0,,
Connector Session,2020-11-04 14:00:00,Opportunities for Spanish Speakers,,Completed,,2,0,,
Connector Session,,Explore a career in the military,,Requested,,1,0,,
Connector Session,2020-06-11 13:00:00,PREP-KC/KCP BIOSCIENCE CAMP SERIES: Forensic Science Discussion,,Completed,,5,0,,
Connector Session,,A Day in the Life of a Technology Support Technician,,Draft,,1,0,,
Connector Session,2020-04-27 16:00:00,IF/THEN VIRTUAL STEM FAIR SERIES: Rocky Intertidal Ecosystems (Tidepools!),,Completed,,2,0,,
Connector Session,,Zoologist Talk About Animal Adaptions,,Draft,,1,0,,
Connector Session,2021-04-21 14:00:00,What It Takes to be a Chef,,Completed,,2,0,,
Connector Session,,Arrowhead Tour,,Draft,,1,0,,
Connector Session,,Children&#39;s Graphic Novel Illustrator,,Draft,,1,0,,
Connector Session,2020-02-20 17:00:00,SBConnect Engineers Week: The Science of Superheroes,,Completed,,3,0,,
Connector Session,,Writing an essay,,Draft,,1,0,,
Connector Session,2019-05-08 12:10:00,What It Takes to Be a Graphic Designer,,Completed,,10,0,,
Connector Session,2020-02-21 18:50:00,Kinetic and Potential Energy,,Completed,,2,0,,
Connector Session,2019-10-11 17:30:00,What does an illustrator do?,,Completed,,2,0,,
Connector Session,2019-10-16 12:10:00,Making the Most of an Important Meeting,,Completed,,9,0,,
Connector Session,,Welcoming All Songwriters!,,Requested,,1,0,,
Connector Session,2019-10-01 17:05:00,Having a Healthy Relationship with Myself First!,,Completed,,6,0,,
Connector Session,,Matter,,Draft,,1,0,,
Connector Session,,Energy Audit,,Draft,,1,0,,
Connector Session,2019-11-21 14:35:00,Effective Management/Leadership Practices,,Completed,,2,0,,
Connector Session,,How does a Comic Book Writer spend a typical work day?,,Draft,,2,0,,
Connector Session,,Jobs working with Animals,,Draft,,2,0,,
Connector Session,2021-05-03 14:00:00,The Awakening (Civil Rights Beginning),,Completed,,2,0,,
Connector Session,,Careers for people who want to be a writer,,Draft,,1,0,,
Connector Session,2022-01-28 19:45:00,Early Native Americans in the United States,,Confirmed,,3,0,,
Connector Session,,Cultural Interaction and reflection through art,,Draft,,1,0,,
Connector Session,2019-12-18 19:15:00,Forces of Flight in Aviation Engineering Design,,Completed,,2,0,,
Connector Session,,Instrument Repair,,Requested,,1,0,,
Connector Session,2020-01-09 13:55:00,Careers for students who like Fashion,,Completed,,2,0,,
Connector Session,2019-12-05 16:45:00,"Properties of Light, Forces , Motion",,Completed,,2,0,,
Connector Session,,Traditions Around the World,,Draft,,1,0,,
Connector Session,,Figurative Language,,Draft,,1,0,,
Connector Session,,Music Therapy,,Draft,,1,0,,
Connector Session,,Careers in Community Services,,Draft,,1,0,,
Connector Session,,How Do Plays and Puppet Shows Use Lights and Sound?,,Draft,,1,0,,
Connector Session,,Conflict Resolution / Bullying Specialist,,Draft,,1,0,,
Connector Session,,New Stanley Career Day: Kindergarten Police Officer,,Draft,,1,0,,
Connector Session,,ME Pearson Elementary Career Day: Public Service Careers - 3rd Grade,,Draft,,9,0,,
Connector Session,,How is it made?,,Requested,,1,0,,
Connector Session,2019-09-24 18:00:00,"How AI, Drones, 5G, IoT, & More will Reshape Our Future!",,Completed,,2,0,,
Connector Session,,What is Coding?,,Draft,,1,0,,
Connector Session,,"Game of Drones ""The Future is Upon Us""",,Draft,,2,0,,
Connector Session,2022-02-17 17:00:00,Head in the Clouds: Working as a Cloud Architect & Reliability Engineer,,Confirmed,,2,0,,
Connector Session,2020-06-23 14:30:00,Skills Week: Do You Want to be a Millionaire?,,Completed,,2,0,,
Connector Session,,"Game of Drones ""The Future is Upon Us""",,Draft,,1,0,,
Connector Session,,Child Specialist,,Requested,,1,0,,
Connector Session,,Art History,,Draft,,1,0,,
Connector Session,2021-04-27 16:30:00,Holland Nameplate Virtual Tour for Whittier,,Completed,,6,0,,
Connector Session,,How to start Robotics for low level middle school students.,,Draft,,1,0,,
Connector Session,,How is land changed over time?,,Requested,,1,0,,
Connector Session,,Animals and the Zoo,,Requested,,1,0,,
Connector Session,2018-12-05 15:30:00,Successful Interviewing Strategy,,Completed,,2,0,,
Connector Session,2019-12-05 18:30:00,entrepreneur who has created a business plan (2),,Completed,,2,0,,
Connector Session,2019-11-15 16:30:00,Careers in Healthcare Industry (3),,Completed,,2,0,,
Connector Session,2020-05-14 16:00:00,Operating Room Adventure without being a Doctor - Surgery Consultant,,Completed,,2,0,,
Connector Session,2019-10-01 17:30:00,Innovators and Problem Solvers,,Completed,,2,0,,
Connector Session,,Vibrio Cultures,,Draft,,2,0,,
Connector Session,2019-11-26 12:45:00,What is college physics like from a student's perspective?,,Completed,,2,0,,
Connector Session,,Careers in Veterinary Medicine,,Draft,,1,0,,
Connector Session,,What is College realy like?,,Draft,,2,0,,
Connector Session,,Creating a Classroom Mascot,,Draft,,1,0,,
Connector Session,,Video Game Designing,,Draft,,2,0,,
Connector Session,2019-11-20 13:30:00,Careers in Healthcare Industry (6),,Completed,,2,0,,
Connector Session,2019-12-03 19:05:00,Engineering Careers Overview,,Completed,,2,0,,
Connector Session,2019-12-18 13:50:00,Children's Book Illustrator (2),,Completed,,2,0,,
Connector Session,2019-10-09 12:05:00,How do tariffs impact me as an individual consumer?,,Completed,,2,0,,
Connector Session,,Palentology,,Draft,,1,0,,
Connector Session,,"Maya, Aztec, Inca Civilizations",,Draft,,2,0,,
Connector Session,,"Noble Prentis Career Day: 4th Grade Illustrator, Muralist, or Graphic Designer",,Draft,,1,0,,
Connector Session,2022-02-07 16:30:00,Geologist - Study of Earth's Features and Natural Phenomena,,Confirmed,,2,0,,
Connector Session,,Parts of the human body,,Draft,,1,0,,
Connector Session,2022-03-11 15:30:00,Hickman Mills Elementary College Visit: KCAI,,Confirmed,,4,0,,
Connector Session,2020-06-25 18:00:00,Skills Week: Get Connected with LinkedIn,,Completed,,3,0,,
Connector Session,2021-03-30 16:30:00,Holland Nameplate Virtual Tour for ME Pearson,,Completed,,8,0,,
Connector Session,2022-02-03 18:00:00,Programming 101: Learn to Code the Fun Way!,,Confirmed,,2,0,,
Connector Session,,How can cultural anthropology be useful in the workplace?,,Draft,,1,0,,
Connector Session,,How is coding beneficial?,,Draft,,1,0,,
Connector Session,,Chat with the Author,,Draft,,1,0,,
Connector Session,,Phase Changes of Water,,Requested,,1,0,,
Connector Session,2019-11-14 14:30:00,Career Options in the Healthcare Field **for English Language Learners**,,Completed,,5,0,,
Connector Session,,How does our body defend itself from infection?,,Draft,,2,0,,
Connector Session,2020-07-01 16:30:00,Arts Week: Break the Rules! Insight from a Professional Photographer,,Completed,,2,0,,
Connector Session,2020-04-15 17:30:00,Virtual Guided Reading,,Completed,,14,0,,
Connector Session,2021-06-17 15:15:00,Linking Career Connections to Core Instruction,,Completed,,4,0,,
Connector Session,2019-12-19 13:55:00,The Power of Being Bilingual: Career Options and Advantages,,Completed,,2,0,,
Connector Session,2021-11-16 20:30:00,Why Computer Science?,,Draft,,2,0,,
Connector Session,,An Animal's External Structures (Quest Summer School),,Draft,,1,0,,
Connector Session,2019-10-01 17:05:00,Advice for Healthy Habits and a Healthy Mind in Senior Year and Beyond,,Completed,,8,0,,
Connector Session,2020-03-02 18:30:00,Tips and Tricks for HS Seniors,,Completed,,2,0,,
Connector Session,,Career Exploration - Business Careers,,Requested,,1,0,,
Connector Session,2020-05-06 17:30:00,IF/THEN VIRTUAL STEM FAIR SERIES: What is a Microbe?,,Completed,,2,0,,
Connector Session,2021-05-19 14:00:00,Careers in Fine Arts - 4th grade,,Completed,,4,0,,
Connector Session,,Preparing for the Future,,Draft,,1,0,,
Connector Session,,"How can energy be stored, transformed, and transferred?",,Requested,,1,0,,
Connector Session,,"Black History Month: Lewis Latimer, who was he?",,Draft,,1,0,,
Connector Session,,Let's Meet an Artist,,Requested,,1,0,,
Connector Session,2022-02-07 19:30:00,Engineer,,Confirmed,,2,0,,
Connector Session,,How do I find my Dream Job?,,Draft,,1,0,,
Connector Session,2022-01-25 13:59:00,Digital Etiquette and or Internet Safety,,Confirmed,,3,0,,
Connector Session,2022-02-01 17:30:00,Holland Nameplate Virtual Tour for Whittier Elementary,,Confirmed,,6,0,,
Connector Session,,Occupational Therapy & Robotics,,Requested,,1,0,,
Connector Session,,Interaction of Matter While Cooking,,Draft,,2,0,,
Connector Session,,Journey to a New Land with a Geologist,,Draft,,1,0,,
Connector Session,2019-12-05 14:30:00,Financial Literacy,,Completed,,5,0,,
Connector Session,2020-11-10 18:00:00,Hickman Mills Elementary College Sessions: Johnson County Community College,,Completed,,7,0,,
Connector Session,,Poetry: Minority,,Requested,,1,0,,
Connector Session,2020-10-21 14:00:00,Stephens College,,Completed,,4,0,,
Connector Session,,What does an illustrator do?,,Requested,,1,0,,
Connector Session,2019-10-15 12:00:00,Middle Eastern Culture,,Completed,,2,0,,
Connector Session,2020-07-22 20:20:00,GIRL ROCK STEAM (Grades 6-8): How to Build Your Own Computer,,Completed,,2,0,,
Connector Session,2020-10-01 15:30:00,WELLNESS SERIES: The Science of Happiness,,Completed,,4,0,,
Connector Session,2020-03-10 14:45:00,Reality Check,,Completed,,2,0,,
Connector Session,2019-11-12 17:25:00,Career Options in the Healthcare Field,,Completed,,2,0,,
Connector Session,,Computer Science,,Draft,,1,0,,
Connector Session,,Career Exploration - Agriculture Careers,,Requested,,1,0,,
Connector Session,,Careers for Students Interested in,,Draft,,1,0,,
Connector Session,2019-12-03 16:30:00,OREGON WORLD OF WORK: An Introduction to Engineering,,Completed,,3,0,,
Connector Session,2020-01-14 15:00:00,Careers for people who work in the accounting field,,Completed,,2,0,,
Connector Session,2022-02-10 15:00:00,Navigating Uncertainty: Practical Tips for Teens From a Licensed Therapist,,Confirmed,,2,0,,
Connector Session,,Working for a goal,,Draft,,1,0,,
Connector Session,,Life cycles living creatures,,Draft,,1,0,,
Connector Session,2019-11-25 15:45:00,Preparing for Life After High School,,Completed,,2,0,,
Connector Session,2022-02-09 18:00:00,"""How'd That Package Get to My Door?"" (Pt.1)",,Confirmed,,3,0,,
Connector Session,2019-10-25 12:00:00,Athletic trainer,,Completed,,3,0,,
Connector Session,2019-11-12 15:30:00,What it takes to be a Zoologist,,Completed,,2,0,,
Connector Session,2019-10-01 17:30:00,A Career in Social Media/Marketing,,Completed,,3,0,,
Connector Session,2020-01-30 18:15:00,Improving Jump Rope Skills,,Completed,,2,0,,
Connector Session,2020-07-21 15:50:00,GIRLS ROCK STEAM (Grades 3-5): Do You Believe in Magic?,,Completed,,2,0,,
Connector Session,2020-01-16 13:50:00,Sportsmanship in Physical Education Classes,,Completed,,3,0,,
Connector Session,2020-02-04 17:10:00,Give Feedback for Students' Online Portfolio (A-5),,Completed,,2,0,,
Connector Session,2019-11-25 13:00:00,Vocational Skills,,Completed,,2,0,,
Connector Session,2019-11-04 15:00:00,The Relationship of Speed and Energy,,Completed,,2,0,,
Connector Session,,Interaction of Matter While Cooking,,Draft,,2,0,,
Connector Session,2019-12-12 14:15:00,Soft Skills,,Completed,,2,0,,
Connector Session,,math,,Draft,,1,0,,
Connector Session,,Life of Native Americans,,Requested,,1,0,,
Connector Session,2020-01-22 13:10:00,Preparing for High School and Beyond,,Completed,,7,0,,
Connector Session,,Introduction to KCKCC-TEC,,Draft,,1,0,,
Connector Session,,JCCC,,Draft,,1,0,,
Connector Session,,The Importance of Career and Technical Education,,Draft,,1,0,,
Connector Session,2019-11-18 18:30:00,Careers in Healthcare Industry (4),,Completed,,2,0,,
Connector Session,,Computer Science Week - Make a Video Game,,Draft,,1,0,,
Connector Session,2020-02-24 17:00:00,Using Scale Models in the Workplace,,Completed,,3,0,,
Connector Session,,Careers in Music: Music Store Management and Instrument Construction,,Requested,,1,0,,
Connector Session,2020-01-22 15:00:00,Daily Life of Native Americans,,Completed,,3,0,,
Connector Session,,Photography,,Draft,,1,0,,
Connector Session,2019-11-05 15:00:00,building a community,,Completed,,2,0,,
Connector Session,2021-06-15 16:15:00,PBL for Career-Centric Education,,Completed,,3,0,,
Connector Session,,Mapping the World,,Draft,,1,0,,
Connector Session,,*Test* What It Takes to be a Graphic Designer,,Draft,,1,0,,
Connector Session,,Overcoming Obstacles,,Draft,,1,0,,
Connector Session,2020-02-25 14:00:00,Culinary,,Completed,,2,0,,
Connector Session,,Analyzing Documents / sources,,Draft,,2,0,,
Connector Session,,Space,,Draft,,1,0,,
Connector Session,,ME Pearson Career Day: First Grade Careers for Kids who love animals (2),,Draft,,1,0,,
Connector Session,2020-02-11 13:45:00,HOPE Scholarship Overview by Honeywell: Kansas City Students Only (2),,Completed,,5,0,,
Connector Session,2020-10-16 17:00:00,BULLYING PREVENTION MONTH: Use Your Superpowers! Stand Up to Cyberbullying,,Completed,,6,0,,
Connector Session,2018-09-26 15:30:00,Mentors: Empowering You to Succeed,,Completed,,2,0,,
Connector Session,,What is life like as a trial lawyer?,,Draft,,2,0,,
Connector Session,,simple machines,,Draft,,1,0,,
Connector Session,2019-12-09 17:00:00,CSEd WEEK: Careers in Coding,,Completed,,2,0,,
Connector Session,,Interaction of Matter While Cooking,,Draft,,1,0,,
Connector Session,2020-10-14 19:00:00,Careers in Community Services,,Completed,,2,0,,
Connector Session,,Habitats,,Draft,,1,0,,
Connector Session,2019-05-14 15:15:00,Medical Careers,,Completed,,2,0,,
Connector Session,2020-07-28 16:30:00,Future Week: Developing the Video Games of the Future!,,Completed,,3,0,,
Connector Session,,Designing a device that converts energy,,Draft,,1,0,,
Connector Session,,forces in motion,,Draft,,1,0,,
Connector Session,2019-11-19 19:00:00,Careers in Healthcare Industry (5),,Completed,,2,0,,
Connector Session,2020-04-29 17:00:00,Panel: Feedback on PLTW Capstone Engineering Projects,,Completed,,6,0,,
Connector Session,,Essential Skills from the Urban Core,,Draft,,1,0,,
Connector Session,2019-12-12 5:00:00,Measuring Area in the Real World,,Completed,,16,0,,
Connector Session,2019-11-07 18:00:00,MANUFACTURING SERIES: Tour a Robotics & Automation Training Facility,,Completed,,3,0,,
Connector Session,2020-07-22 13:00:00,GIRLS ROCK STEAM (Grades 3-5): Working in a Science Museum,,Completed,,2,0,,
Connector Session,2020-06-24 18:00:00,Skills Week: Killing it in an Interview,,Completed,,2,0,,
Connector Session,2019-11-07 17:00:00,Energy from food,,Completed,,2,0,,
Connector Session,2019-12-06 17:50:00,Career Possibilities for Future Surgeon/Surgical Technologists,,Completed,,3,0,,
Connector Session,,Careers/Jobs in Computer Science,,Draft,,1,0,,
Connector Session,,Bacteria and Viruses- How to find patient zero,,Draft,,2,0,,
Connector Session,2019-12-02 15:00:00,Q&A on Careers in Marine Transportation,,Completed,,2,0,,
Connector Session,2019-12-13 13:20:00,Chemical reactions,,Completed,,2,0,,
Connector Session,,KC Scholars Application Process,,Draft,,3,0,,
Connector Session,2019-11-20 16:30:00,What is Coding?,,Completed,,2,0,,
